modelo,entity,doc_id,template,complete_prediction,token,pred_type,matched_annotation,annt_type,result
qwen25_14b,participants,lusa_15,cls_exp,"['opera', 'house']",opera,Fac,,,fp
qwen25_14b,participants,lusa_15,cls_exp,"['opera', 'house']",house,Fac,,,fp
qwen25_14b,participants,lusa_15,cls_exp,"['young', 'man']",the,Per,The young,Per,fn
qwen25_14b,participants,lusa_15,cls_exp,"['young', 'man']",young,Per,The young,Per,tp
qwen25_14b,participants,lusa_15,cls_exp,"['young', 'man']",man,Per,The young,Per,fp
qwen25_14b,participants,lusa_15,cls_exp,"['armed', 'robber']",armed,Per,,,fp
qwen25_14b,participants,lusa_15,cls_exp,"['armed', 'robber']",robber,Per,,,fp
qwen25_14b,participants,lusa_15,cls_exp,['yesterday'],yesterday,Obj,,,fp
qwen25_14b,participants,lusa_15,cls_exp,['monday'],monday,Obj,,,fp
qwen25_14b,participants,lusa_15,cls_exp,"['islamic', 'state']",islamic,Org,Islamic State,Org,tp
qwen25_14b,participants,lusa_15,cls_exp,"['islamic', 'state']",state,Org,Islamic State,Org,tp
qwen25_14b,participants,lusa_15,cls_exp,"['north', 'macedonia']",north,Nat,,,fp
qwen25_14b,participants,lusa_15,cls_exp,"['north', 'macedonia']",macedonia,Nat,,,fp
qwen25_14b,participants,lusa_15,cls_exp,['police'],police,Org,police,Org,tp
qwen25_14b,participants,lusa_16,cls_exp,"['ricardo', 'pinheiro']",ricardo,Per,Ricardo Pinheiro,Per,tp
qwen25_14b,participants,lusa_16,cls_exp,"['ricardo', 'pinheiro']",pinheiro,Per,Ricardo Pinheiro,Per,tp
qwen25_14b,participants,lusa_16,cls_exp,"['chamber', 'of', 'campo', 'maior']",chamber,Org,"of Campo Maior,",Org,fp
qwen25_14b,participants,lusa_16,cls_exp,"['chamber', 'of', 'campo', 'maior']",of,Org,"of Campo Maior,",Org,tp
qwen25_14b,participants,lusa_16,cls_exp,"['chamber', 'of', 'campo', 'maior']",campo,Org,"of Campo Maior,",Org,tp
qwen25_14b,participants,lusa_16,cls_exp,"['chamber', 'of', 'campo', 'maior']",maior,Org,"of Campo Maior,",Org,tp
qwen25_14b,participants,lusa_16,cls_exp,"['palácio', 'de', 'belém']",palácio,Fac,,,fp
qwen25_14b,participants,lusa_16,cls_exp,"['palácio', 'de', 'belém']",de,Fac,,,fp
qwen25_14b,participants,lusa_16,cls_exp,"['palácio', 'de', 'belém']",belém,Fac,,,fp
qwen25_14b,participants,lusa_16,cls_exp,"['secretary', 'of', 'state', 'for', 'planning']",secretary,Org,Secretary of State for Planning,Per,tp
qwen25_14b,participants,lusa_16,cls_exp,"['secretary', 'of', 'state', 'for', 'planning']",of,Org,Secretary of State for Planning,Per,tp
qwen25_14b,participants,lusa_16,cls_exp,"['secretary', 'of', 'state', 'for', 'planning']",state,Org,Secretary of State for Planning,Per,tp
qwen25_14b,participants,lusa_16,cls_exp,"['secretary', 'of', 'state', 'for', 'planning']",for,Org,Secretary of State for Planning,Per,tp
qwen25_14b,participants,lusa_16,cls_exp,"['secretary', 'of', 'state', 'for', 'planning']",planning,Org,Secretary of State for Planning,Per,tp
qwen25_14b,participants,lusa_16,cls_exp,"['josé', 'mendes']",josé,Per,José Mendes,Per,tp
qwen25_14b,participants,lusa_16,cls_exp,"['josé', 'mendes']",mendes,Per,José Mendes,Per,tp
qwen25_14b,participants,lusa_16,cls_exp,"['socialist', 'deputy']",socialist,Per,Socialist deputy Ricardo Pinheiro,Per,tp
qwen25_14b,participants,lusa_16,cls_exp,"['socialist', 'deputy']",deputy,Per,Socialist deputy Ricardo Pinheiro,Per,tp
qwen25_14b,participants,lusa_16,cls_exp,"['socialist', 'deputy']",ricardo,Per,Socialist deputy Ricardo Pinheiro,Per,fn
qwen25_14b,participants,lusa_16,cls_exp,"['socialist', 'deputy']",pinheiro,Per,Socialist deputy Ricardo Pinheiro,Per,fn
qwen25_14b,participants,lusa_16,cls_exp,"['nelson', 'de', 'sousa']",nelson,Per,Nelson de Sousa,Per,tp
qwen25_14b,participants,lusa_16,cls_exp,"['nelson', 'de', 'sousa']",de,Per,Nelson de Sousa,Per,tp
qwen25_14b,participants,lusa_16,cls_exp,"['nelson', 'de', 'sousa']",sousa,Per,Nelson de Sousa,Per,tp
qwen25_14b,participants,lusa_16,cls_exp,"['prime', 'minister']",the,Per,the Prime Minister,Per,fn
qwen25_14b,participants,lusa_16,cls_exp,"['prime', 'minister']",prime,Per,the Prime Minister,Per,tp
qwen25_14b,participants,lusa_16,cls_exp,"['prime', 'minister']",minister,Per,the Prime Minister,Per,tp
qwen25_14b,participants,lusa_16,cls_exp,"['ricardo', 'miguel', 'furtado', 'pinheiro']",ricardo,Per,Ricardo Miguel Furtado Pinheiro,Per,tp
qwen25_14b,participants,lusa_16,cls_exp,"['ricardo', 'miguel', 'furtado', 'pinheiro']",miguel,Per,Ricardo Miguel Furtado Pinheiro,Per,tp
qwen25_14b,participants,lusa_16,cls_exp,"['ricardo', 'miguel', 'furtado', 'pinheiro']",furtado,Per,Ricardo Miguel Furtado Pinheiro,Per,tp
qwen25_14b,participants,lusa_16,cls_exp,"['ricardo', 'miguel', 'furtado', 'pinheiro']",pinheiro,Per,Ricardo Miguel Furtado Pinheiro,Per,tp
qwen25_14b,participants,lusa_16,cls_exp,"['district', 'of', 'portalegre']",district,Pl_civil,district of Portalegre,Pl_civil,tp
qwen25_14b,participants,lusa_16,cls_exp,"['district', 'of', 'portalegre']",of,Pl_civil,district of Portalegre,Pl_civil,tp
qwen25_14b,participants,lusa_16,cls_exp,"['district', 'of', 'portalegre']",portalegre,Pl_civil,district of Portalegre,Pl_civil,tp
qwen25_14b,participants,lusa_16,cls_exp,"['josé', 'fernandes', 'gomes', 'mendes']",josé,Per,José Fernandes Gomes Mendes,Per,tp
qwen25_14b,participants,lusa_16,cls_exp,"['josé', 'fernandes', 'gomes', 'mendes']",fernandes,Per,José Fernandes Gomes Mendes,Per,tp
qwen25_14b,participants,lusa_16,cls_exp,"['josé', 'fernandes', 'gomes', 'mendes']",gomes,Per,José Fernandes Gomes Mendes,Per,tp
qwen25_14b,participants,lusa_16,cls_exp,"['josé', 'fernandes', 'gomes', 'mendes']",mendes,Per,José Fernandes Gomes Mendes,Per,tp
qwen25_14b,participants,lusa_16,cls_exp,"['president', 'of', 'the', 'republic']",the,Per,The President of the Republic,Per,fn
qwen25_14b,participants,lusa_16,cls_exp,"['president', 'of', 'the', 'republic']",president,Per,The President of the Republic,Per,tp
qwen25_14b,participants,lusa_16,cls_exp,"['president', 'of', 'the', 'republic']",of,Per,The President of the Republic,Per,tp
qwen25_14b,participants,lusa_16,cls_exp,"['president', 'of', 'the', 'republic']",republic,Per,The President of the Republic,Per,tp
qwen25_14b,participants,lusa_17,cls_exp,"['south', 'china', 'morning', 'post']",the,Org,the South China Morning Post (SCMP),Org,fn
qwen25_14b,participants,lusa_17,cls_exp,"['south', 'china', 'morning', 'post']",south,Org,the South China Morning Post (SCMP),Org,tp
qwen25_14b,participants,lusa_17,cls_exp,"['south', 'china', 'morning', 'post']",china,Org,the South China Morning Post (SCMP),Org,tp
qwen25_14b,participants,lusa_17,cls_exp,"['south', 'china', 'morning', 'post']",morning,Org,the South China Morning Post (SCMP),Org,tp
qwen25_14b,participants,lusa_17,cls_exp,"['south', 'china', 'morning', 'post']",post,Org,the South China Morning Post (SCMP),Org,tp
qwen25_14b,participants,lusa_17,cls_exp,"['south', 'china', 'morning', 'post']",scmp,Org,the South China Morning Post (SCMP),Org,fn
qwen25_14b,participants,lusa_17,cls_exp,"['hong', 'kong']",hong,Pl_civil,Hong Kong,Pl_civil,tp
qwen25_14b,participants,lusa_17,cls_exp,"['hong', 'kong']",kong,Pl_civil,Hong Kong,Pl_civil,tp
qwen25_14b,participants,lusa_17,cls_exp,"['three', 'men']",three,Per,Three men,Per,tp
qwen25_14b,participants,lusa_17,cls_exp,"['three', 'men']",men,Per,Three men,Per,tp
qwen25_14b,participants,lusa_17,cls_exp,['people'],two,Per,Two other people,Per,fn
qwen25_14b,participants,lusa_17,cls_exp,['people'],other,Per,Two other people,Per,fn
qwen25_14b,participants,lusa_17,cls_exp,['people'],people,Per,Two other people,Per,tp
qwen25_14b,participants,lusa_17,cls_exp,"['bathroom', 'window']",bathroom,Fac,bathroom window,Obj,tp
qwen25_14b,participants,lusa_17,cls_exp,"['bathroom', 'window']",window,Fac,bathroom window,Obj,tp
qwen25_14b,participants,lusa_17,cls_exp,"['press', 'conference']",press,Obj,,,fp
qwen25_14b,participants,lusa_17,cls_exp,"['press', 'conference']",conference,Obj,,,fp
qwen25_14b,participants,lusa_17,cls_exp,"['three', 'women']",three,Per,three women,Per,tp
qwen25_14b,participants,lusa_17,cls_exp,"['three', 'women']",women,Per,three women,Per,tp
qwen25_14b,participants,lusa_17,cls_exp,"['9', 'year', 'old', 'child']",a,Per,a 9-year-old child,Per,fn
qwen25_14b,participants,lusa_17,cls_exp,"['9', 'year', 'old', 'child']",9,Per,a 9-year-old child,Per,tp
qwen25_14b,participants,lusa_17,cls_exp,"['9', 'year', 'old', 'child']",year,Per,a 9-year-old child,Per,tp
qwen25_14b,participants,lusa_17,cls_exp,"['9', 'year', 'old', 'child']",old,Per,a 9-year-old child,Per,tp
qwen25_14b,participants,lusa_17,cls_exp,"['9', 'year', 'old', 'child']",child,Per,a 9-year-old child,Per,tp
qwen25_14b,participants,lusa_17,cls_exp,['apartment'],the,Fac,the apartment,Loc,fn
qwen25_14b,participants,lusa_17,cls_exp,['apartment'],apartment,Fac,the apartment,Loc,tp
qwen25_14b,participants,lusa_17,cls_exp,"['four', 'women']",four,Per,four women,Per,tp
qwen25_14b,participants,lusa_17,cls_exp,"['four', 'women']",women,Per,four women,Per,tp
qwen25_14b,participants,lusa_17,cls_exp,"['unlicensed', 'restaurant']",an,Fac,an unlicensed restaurant,Other,fn
qwen25_14b,participants,lusa_17,cls_exp,"['unlicensed', 'restaurant']",unlicensed,Fac,an unlicensed restaurant,Other,tp
qwen25_14b,participants,lusa_17,cls_exp,"['unlicensed', 'restaurant']",restaurant,Fac,an unlicensed restaurant,Other,tp
qwen25_14b,participants,lusa_17,cls_exp,['nepalese'],nepalese,Per,,,fp
qwen25_14b,participants,lusa_17,cls_exp,"['residential', 'building']",a,Fac,a residential building,Fac,fn
qwen25_14b,participants,lusa_17,cls_exp,"['residential', 'building']",residential,Fac,a residential building,Fac,tp
qwen25_14b,participants,lusa_17,cls_exp,"['residential', 'building']",building,Fac,a residential building,Fac,tp
qwen25_14b,participants,lusa_17,cls_exp,"['fire', 'safety', 'measures']",fire,Obj,measures,Other,fp
qwen25_14b,participants,lusa_17,cls_exp,"['fire', 'safety', 'measures']",safety,Obj,measures,Other,fp
qwen25_14b,participants,lusa_17,cls_exp,"['fire', 'safety', 'measures']",measures,Obj,measures,Other,tp
qwen25_14b,participants,lusa_17,cls_exp,"['nearly', 'a', 'decade']",nearly,Obj,,,fp
qwen25_14b,participants,lusa_17,cls_exp,"['nearly', 'a', 'decade']",a,Obj,,,fp
qwen25_14b,participants,lusa_17,cls_exp,"['nearly', 'a', 'decade']",decade,Obj,,,fp
qwen25_14b,participants,lusa_17,cls_exp,"['at', 'least', 'seven', 'dead']",at,Nature,At least seven people,Per,tp
qwen25_14b,participants,lusa_17,cls_exp,"['at', 'least', 'seven', 'dead']",least,Nature,At least seven people,Per,tp
qwen25_14b,participants,lusa_17,cls_exp,"['at', 'least', 'seven', 'dead']",seven,Nature,At least seven people,Per,tp
qwen25_14b,participants,lusa_17,cls_exp,"['at', 'least', 'seven', 'dead']",dead,Nature,At least seven people,Per,fp
qwen25_14b,participants,lusa_17,cls_exp,"['at', 'least', 'seven', 'dead']",people,Nature,At least seven people,Per,fn
qwen25_14b,participants,lusa_17,cls_exp,"['two', 'other', 'people']",two,Per,Two other people,Per,tp
qwen25_14b,participants,lusa_17,cls_exp,"['two', 'other', 'people']",other,Per,Two other people,Per,tp
qwen25_14b,participants,lusa_17,cls_exp,"['two', 'other', 'people']",people,Per,Two other people,Per,tp
qwen25_14b,participants,lusa_17,cls_exp,"['three', 'men']",three,Per,Three men,Per,tp
qwen25_14b,participants,lusa_17,cls_exp,"['three', 'men']",men,Per,Three men,Per,tp
qwen25_14b,participants,lusa_17,cls_exp,['firefighters'],firefighters,Per,Firefighters,Org,tp
qwen25_14b,participants,lusa_17,cls_exp,"['sunday', 'night']",sunday,Obj,,,fp
qwen25_14b,participants,lusa_17,cls_exp,"['sunday', 'night']",night,Obj,,,fp
qwen25_14b,participants,lusa_17,cls_exp,['fire'],fire,Nature,,,fp
qwen25_14b,participants,lusa_17,cls_exp,['authorities'],authorities,Org,authorities,Org,tp
qwen25_14b,participants,lusa_17,cls_exp,"['at', 'least', 'seven']",at,Nature,At least seven people,Per,tp
qwen25_14b,participants,lusa_17,cls_exp,"['at', 'least', 'seven']",least,Nature,At least seven people,Per,tp
qwen25_14b,participants,lusa_17,cls_exp,"['at', 'least', 'seven']",seven,Nature,At least seven people,Per,tp
qwen25_14b,participants,lusa_17,cls_exp,"['at', 'least', 'seven']",people,Nature,At least seven people,Per,fn
qwen25_14b,participants,lusa_17,cls_exp,"['family', 'gathering']",family,Obj,,,fp
qwen25_14b,participants,lusa_17,cls_exp,"['family', 'gathering']",gathering,Obj,,,fp
qwen25_14b,participants,lusa_18,cls_exp,['lmc'],lmc,Org,LMC,Org,tp
qwen25_14b,participants,lusa_18,cls_exp,"['the', 'attorney', 'general', 's', 'office', 'of', 'the', 'republic', 'pgr']",the,Org,The Attorney General's Office of the Republic (PGR),Org,tp
qwen25_14b,participants,lusa_18,cls_exp,"['the', 'attorney', 'general', 's', 'office', 'of', 'the', 'republic', 'pgr']",attorney,Org,The Attorney General's Office of the Republic (PGR),Org,tp
qwen25_14b,participants,lusa_18,cls_exp,"['the', 'attorney', 'general', 's', 'office', 'of', 'the', 'republic', 'pgr']",general,Org,The Attorney General's Office of the Republic (PGR),Org,tp
qwen25_14b,participants,lusa_18,cls_exp,"['the', 'attorney', 'general', 's', 'office', 'of', 'the', 'republic', 'pgr']",s,Org,The Attorney General's Office of the Republic (PGR),Org,tp
qwen25_14b,participants,lusa_18,cls_exp,"['the', 'attorney', 'general', 's', 'office', 'of', 'the', 'republic', 'pgr']",office,Org,The Attorney General's Office of the Republic (PGR),Org,tp
qwen25_14b,participants,lusa_18,cls_exp,"['the', 'attorney', 'general', 's', 'office', 'of', 'the', 'republic', 'pgr']",of,Org,The Attorney General's Office of the Republic (PGR),Org,tp
qwen25_14b,participants,lusa_18,cls_exp,"['the', 'attorney', 'general', 's', 'office', 'of', 'the', 'republic', 'pgr']",republic,Org,The Attorney General's Office of the Republic (PGR),Org,tp
qwen25_14b,participants,lusa_18,cls_exp,"['the', 'attorney', 'general', 's', 'office', 'of', 'the', 'republic', 'pgr']",pgr,Org,The Attorney General's Office of the Republic (PGR),Org,tp
qwen25_14b,participants,lusa_18,cls_exp,"['instituto', 'sapiens', 'building']",the,Fac,the Instituto Sapiens building,Fac,fn
qwen25_14b,participants,lusa_18,cls_exp,"['instituto', 'sapiens', 'building']",instituto,Fac,the Instituto Sapiens building,Fac,tp
qwen25_14b,participants,lusa_18,cls_exp,"['instituto', 'sapiens', 'building']",sapiens,Fac,the Instituto Sapiens building,Fac,tp
qwen25_14b,participants,lusa_18,cls_exp,"['instituto', 'sapiens', 'building']",building,Fac,the Instituto Sapiens building,Fac,tp
qwen25_14b,participants,lusa_18,cls_exp,"['heavy', 'group', 'investimentos', 'limitada']",heavy,Org,Heavy Group – Investimentos Limitada,Org,tp
qwen25_14b,participants,lusa_18,cls_exp,"['heavy', 'group', 'investimentos', 'limitada']",group,Org,Heavy Group – Investimentos Limitada,Org,tp
qwen25_14b,participants,lusa_18,cls_exp,"['heavy', 'group', 'investimentos', 'limitada']",investimentos,Org,Heavy Group – Investimentos Limitada,Org,tp
qwen25_14b,participants,lusa_18,cls_exp,"['heavy', 'group', 'investimentos', 'limitada']",limitada,Org,Heavy Group – Investimentos Limitada,Org,tp
qwen25_14b,participants,lusa_18,cls_exp,"['rua', 'amílcar', 'cabral']",rua,Loc,"Amílcar Cabral,",Pl_civil,fp
qwen25_14b,participants,lusa_18,cls_exp,"['rua', 'amílcar', 'cabral']",amílcar,Loc,"Amílcar Cabral,",Pl_civil,tp
qwen25_14b,participants,lusa_18,cls_exp,"['rua', 'amílcar', 'cabral']",cabral,Loc,"Amílcar Cabral,",Pl_civil,tp
qwen25_14b,participants,lusa_18,cls_exp,['state'],the,Other,the State,Org,fn
qwen25_14b,participants,lusa_18,cls_exp,['state'],state,Other,the State,Org,tp
qwen25_14b,participants,lusa_18,cls_exp,"['real', 'estate', 'project']",a,Obj,a real estate project,Other,fn
qwen25_14b,participants,lusa_18,cls_exp,"['real', 'estate', 'project']",real,Obj,a real estate project,Other,tp
qwen25_14b,participants,lusa_18,cls_exp,"['real', 'estate', 'project']",estate,Obj,a real estate project,Other,tp
qwen25_14b,participants,lusa_18,cls_exp,"['real', 'estate', 'project']",project,Obj,a real estate project,Other,tp
qwen25_14b,participants,lusa_18,cls_exp,"['national', 'social', 'security', 'institute']",the,Org,the National Social Security Institute,Org,fn
qwen25_14b,participants,lusa_18,cls_exp,"['national', 'social', 'security', 'institute']",national,Org,the National Social Security Institute,Org,tp
qwen25_14b,participants,lusa_18,cls_exp,"['national', 'social', 'security', 'institute']",social,Org,the National Social Security Institute,Org,tp
qwen25_14b,participants,lusa_18,cls_exp,"['national', 'social', 'security', 'institute']",security,Org,the National Social Security Institute,Org,tp
qwen25_14b,participants,lusa_18,cls_exp,"['national', 'social', 'security', 'institute']",institute,Org,the National Social Security Institute,Org,tp
qwen25_14b,participants,lusa_18,cls_exp,['hotel'],a,Fac,a hotel,Org,fn
qwen25_14b,participants,lusa_18,cls_exp,['hotel'],hotel,Fac,a hotel,Org,tp
qwen25_14b,participants,lusa_18,cls_exp,['luanda'],luanda,Loc,Luanda,Loc,tp
qwen25_14b,participants,lusa_18,cls_exp,['angola'],angola,Loc,Angola,Pl_country,tp
qwen25_14b,participants,lusa_18,cls_exp,"['torres', 'eucaliptos', 'real', 'estate', 'project']",the,Obj,the Torres Eucaliptos real estate project,Other,fn
qwen25_14b,participants,lusa_18,cls_exp,"['torres', 'eucaliptos', 'real', 'estate', 'project']",torres,Obj,the Torres Eucaliptos real estate project,Other,tp
qwen25_14b,participants,lusa_18,cls_exp,"['torres', 'eucaliptos', 'real', 'estate', 'project']",eucaliptos,Obj,the Torres Eucaliptos real estate project,Other,tp
qwen25_14b,participants,lusa_18,cls_exp,"['torres', 'eucaliptos', 'real', 'estate', 'project']",real,Obj,the Torres Eucaliptos real estate project,Other,tp
qwen25_14b,participants,lusa_18,cls_exp,"['torres', 'eucaliptos', 'real', 'estate', 'project']",estate,Obj,the Torres Eucaliptos real estate project,Other,tp
qwen25_14b,participants,lusa_18,cls_exp,"['torres', 'eucaliptos', 'real', 'estate', 'project']",project,Obj,the Torres Eucaliptos real estate project,Other,tp
qwen25_14b,participants,lusa_18,cls_exp,"['méssene', 'investimentos', 'limitada']",the,Org,the companies Méssene – Investimentos Limitada,Org,fn
qwen25_14b,participants,lusa_18,cls_exp,"['méssene', 'investimentos', 'limitada']",companies,Org,the companies Méssene – Investimentos Limitada,Org,fn
qwen25_14b,participants,lusa_18,cls_exp,"['méssene', 'investimentos', 'limitada']",méssene,Org,the companies Méssene – Investimentos Limitada,Org,tp
qwen25_14b,participants,lusa_18,cls_exp,"['méssene', 'investimentos', 'limitada']",investimentos,Org,the companies Méssene – Investimentos Limitada,Org,tp
qwen25_14b,participants,lusa_18,cls_exp,"['méssene', 'investimentos', 'limitada']",limitada,Org,the companies Méssene – Investimentos Limitada,Org,tp
qwen25_14b,participants,lusa_18,cls_exp,['talatona'],talatona,Loc,Talatona,Loc,tp
qwen25_14b,participants,lusa_18,cls_exp,"['monalisa', 'residence', 'hotels']",the,Fac,the Monalisa Residence hotels,Org,fn
qwen25_14b,participants,lusa_18,cls_exp,"['monalisa', 'residence', 'hotels']",monalisa,Fac,the Monalisa Residence hotels,Org,tp
qwen25_14b,participants,lusa_18,cls_exp,"['monalisa', 'residence', 'hotels']",residence,Fac,the Monalisa Residence hotels,Org,tp
qwen25_14b,participants,lusa_18,cls_exp,"['monalisa', 'residence', 'hotels']",hotels,Fac,the Monalisa Residence hotels,Org,tp
qwen25_14b,participants,lusa_18,cls_exp,"['luanda', 'medical', 'center', 'building']",the,Fac,the Luanda Medical Center (LMC) building,Fac,fn
qwen25_14b,participants,lusa_18,cls_exp,"['luanda', 'medical', 'center', 'building']",luanda,Fac,the Luanda Medical Center (LMC) building,Fac,tp
qwen25_14b,participants,lusa_18,cls_exp,"['luanda', 'medical', 'center', 'building']",medical,Fac,the Luanda Medical Center (LMC) building,Fac,tp
qwen25_14b,participants,lusa_18,cls_exp,"['luanda', 'medical', 'center', 'building']",center,Fac,the Luanda Medical Center (LMC) building,Fac,tp
qwen25_14b,participants,lusa_18,cls_exp,"['luanda', 'medical', 'center', 'building']",lmc,Fac,the Luanda Medical Center (LMC) building,Fac,fn
qwen25_14b,participants,lusa_18,cls_exp,"['luanda', 'medical', 'center', 'building']",building,Fac,the Luanda Medical Center (LMC) building,Fac,tp
qwen25_14b,participants,lusa_18,cls_exp,"['ingombota', 'district']",the,Loc,the Ingombota,Loc,fn
qwen25_14b,participants,lusa_18,cls_exp,"['ingombota', 'district']",ingombota,Loc,the Ingombota,Loc,tp
qwen25_14b,participants,lusa_18,cls_exp,"['ingombota', 'district']",district,Loc,the Ingombota,Loc,fp
qwen25_14b,participants,lusa_18,cls_exp,"['universal', 'sabedoria']",universal,Org,Universal Sabedoria,Org,tp
qwen25_14b,participants,lusa_18,cls_exp,"['universal', 'sabedoria']",sabedoria,Org,Universal Sabedoria,Org,tp
qwen25_14b,participants,lusa_18,cls_exp,['assets'],the,Obj,the assets,Obj,fn
qwen25_14b,participants,lusa_18,cls_exp,['assets'],assets,Obj,the assets,Obj,tp
qwen25_14b,participants,lusa_18,cls_exp,"['state', 's', 'real', 'estate', 'assets']",state,Obj,real estate assets,Other,fp
qwen25_14b,participants,lusa_18,cls_exp,"['state', 's', 'real', 'estate', 'assets']",s,Obj,real estate assets,Other,fp
qwen25_14b,participants,lusa_18,cls_exp,"['state', 's', 'real', 'estate', 'assets']",real,Obj,real estate assets,Other,tp
qwen25_14b,participants,lusa_18,cls_exp,"['state', 's', 'real', 'estate', 'assets']",estate,Obj,real estate assets,Other,tp
qwen25_14b,participants,lusa_18,cls_exp,"['state', 's', 'real', 'estate', 'assets']",assets,Obj,real estate assets,Other,tp
qwen25_14b,participants,lusa_18,cls_exp,"['national', 'asset', 'recovery', 'service']",the,Org,the National Asset Recovery Service,Org,fn
qwen25_14b,participants,lusa_18,cls_exp,"['national', 'asset', 'recovery', 'service']",national,Org,the National Asset Recovery Service,Org,tp
qwen25_14b,participants,lusa_18,cls_exp,"['national', 'asset', 'recovery', 'service']",asset,Org,the National Asset Recovery Service,Org,tp
qwen25_14b,participants,lusa_18,cls_exp,"['national', 'asset', 'recovery', 'service']",recovery,Org,the National Asset Recovery Service,Org,tp
qwen25_14b,participants,lusa_18,cls_exp,"['national', 'asset', 'recovery', 'service']",service,Org,the National Asset Recovery Service,Org,tp
qwen25_14b,participants,lusa_19,cls_exp,['home'],home,Pl_civil,home,Fac,tp
qwen25_14b,participants,lusa_19,cls_exp,['victim'],the,Per,the victim,Per,fn
qwen25_14b,participants,lusa_19,cls_exp,['victim'],victim,Per,the victim,Per,tp
qwen25_14b,participants,lusa_19,cls_exp,['body'],the,Obj,the body,Other,fn
qwen25_14b,participants,lusa_19,cls_exp,['body'],body,Obj,the body,Other,tp
qwen25_14b,participants,lusa_19,cls_exp,"['parish', 'of', 'maiorga']",parish,Pl_civil,parish of Maiorga,Pl_civil,tp
qwen25_14b,participants,lusa_19,cls_exp,"['parish', 'of', 'maiorga']",of,Pl_civil,parish of Maiorga,Pl_civil,tp
qwen25_14b,participants,lusa_19,cls_exp,"['parish', 'of', 'maiorga']",maiorga,Pl_civil,parish of Maiorga,Pl_civil,tp
qwen25_14b,participants,lusa_19,cls_exp,"['75', 'year', 'old', 'man']",a,Per,a 75-year-old man,Per,fn
qwen25_14b,participants,lusa_19,cls_exp,"['75', 'year', 'old', 'man']",75,Per,a 75-year-old man,Per,tp
qwen25_14b,participants,lusa_19,cls_exp,"['75', 'year', 'old', 'man']",year,Per,a 75-year-old man,Per,tp
qwen25_14b,participants,lusa_19,cls_exp,"['75', 'year', 'old', 'man']",old,Per,a 75-year-old man,Per,tp
qwen25_14b,participants,lusa_19,cls_exp,"['75', 'year', 'old', 'man']",man,Per,a 75-year-old man,Per,tp
qwen25_14b,participants,lusa_19,cls_exp,"['town', 'of', 'fervença']",the,Pl_civil,the town of Fervença,Pl_civil,fn
qwen25_14b,participants,lusa_19,cls_exp,"['town', 'of', 'fervença']",town,Pl_civil,the town of Fervença,Pl_civil,tp
qwen25_14b,participants,lusa_19,cls_exp,"['town', 'of', 'fervença']",of,Pl_civil,the town of Fervença,Pl_civil,tp
qwen25_14b,participants,lusa_19,cls_exp,"['town', 'of', 'fervença']",fervença,Pl_civil,the town of Fervença,Pl_civil,tp
qwen25_14b,participants,lusa_19,cls_exp,"['legal', 'medicine', 'service', 'in', 'leiria']",the,Fac,the Legal Medicine service in Leiria,Org,fn
qwen25_14b,participants,lusa_19,cls_exp,"['legal', 'medicine', 'service', 'in', 'leiria']",legal,Fac,the Legal Medicine service in Leiria,Org,tp
qwen25_14b,participants,lusa_19,cls_exp,"['legal', 'medicine', 'service', 'in', 'leiria']",medicine,Fac,the Legal Medicine service in Leiria,Org,tp
qwen25_14b,participants,lusa_19,cls_exp,"['legal', 'medicine', 'service', 'in', 'leiria']",service,Fac,the Legal Medicine service in Leiria,Org,tp
qwen25_14b,participants,lusa_19,cls_exp,"['legal', 'medicine', 'service', 'in', 'leiria']",in,Fac,the Legal Medicine service in Leiria,Org,tp
qwen25_14b,participants,lusa_19,cls_exp,"['legal', 'medicine', 'service', 'in', 'leiria']",leiria,Fac,the Legal Medicine service in Leiria,Org,tp
qwen25_14b,participants,lusa_19,cls_exp,['man'],the,Per,The man,Per,fn
qwen25_14b,participants,lusa_19,cls_exp,['man'],man,Per,The man,Per,tp
qwen25_14b,participants,lusa_19,cls_exp,"['caldas', 'da', 'rainha', 'territorial', 'detachment', 'of', 'the', 'gnr']",the,Org,the Caldas da Rainha Territorial Detachment,Org,fn
qwen25_14b,participants,lusa_19,cls_exp,"['caldas', 'da', 'rainha', 'territorial', 'detachment', 'of', 'the', 'gnr']",caldas,Org,the Caldas da Rainha Territorial Detachment,Org,tp
qwen25_14b,participants,lusa_19,cls_exp,"['caldas', 'da', 'rainha', 'territorial', 'detachment', 'of', 'the', 'gnr']",da,Org,the Caldas da Rainha Territorial Detachment,Org,tp
qwen25_14b,participants,lusa_19,cls_exp,"['caldas', 'da', 'rainha', 'territorial', 'detachment', 'of', 'the', 'gnr']",rainha,Org,the Caldas da Rainha Territorial Detachment,Org,tp
qwen25_14b,participants,lusa_19,cls_exp,"['caldas', 'da', 'rainha', 'territorial', 'detachment', 'of', 'the', 'gnr']",territorial,Org,the Caldas da Rainha Territorial Detachment,Org,tp
qwen25_14b,participants,lusa_19,cls_exp,"['caldas', 'da', 'rainha', 'territorial', 'detachment', 'of', 'the', 'gnr']",detachment,Org,the Caldas da Rainha Territorial Detachment,Org,tp
qwen25_14b,participants,lusa_19,cls_exp,"['caldas', 'da', 'rainha', 'territorial', 'detachment', 'of', 'the', 'gnr']",of,Org,the Caldas da Rainha Territorial Detachment,Org,fp
